ID,Production
37376,4.1069999999999975
37377,4.223699999999997
37378,4.152399999999997
37379,4.104999999999997
37380,4.052599999999997
37381,4.057899999999997
37382,4.0688999999999975
37383,4.0524999999999975
37384,3.9315999999999964
37385,3.931099999999997
37386,3.9770999999999974
37387,4.356199999999998
37388,4.597999999999998
37389,4.563099999999999
37390,4.609699999999998
37391,4.534899999999999
37392,4.564799999999998
37393,4.5402999999999984
37394,4.397199999999997
37395,4.348599999999999
37396,4.3995
37397,4.481499999999998
37398,4.309899999999998
37399,4.282099999999998
37400,4.2948999999999975
37401,4.527099999999998
37402,4.693899999999998
37403,4.801699999999998
37404,4.714399999999999
37405,4.495299999999999
37406,4.469299999999999
37407,4.399699999999998
37408,4.594999999999999
37409,4.6042999999999985
37410,4.427399999999999
37411,4.540499999999999
37412,4.445899999999998
37413,4.544699999999999
37414,4.512399999999999
37415,4.423599999999999
37416,4.405699999999999
37417,4.609099999999998
37418,4.648599999999999
37419,4.751099999999999
37420,4.722599999999999
37421,4.8061
37422,5.103599999999999
37423,5.351
37424,5.582499999999999
37425,5.697399999999999
37426,5.2685
37427,5.092
37428,5.0748
37429,5.4409
37430,5.4613999999999985
37431,5.7345
37432,5.391699999999999
37433,5.640699999999998
37434,5.689999999999999
37435,5.852399999999998
37436,5.643699999999998
37437,5.641799999999997
37438,5.503599999999998
37439,5.520999999999999
37440,5.5492
37441,5.656099999999999
37442,5.126499999999998
37443,5.002699999999999
37444,4.615899999999999
37445,4.4901
37446,4.542
37447,4.436899999999998
37448,4.371399999999998
37449,4.368599999999998
37450,4.344099999999998
37451,4.1995999999999984
37452,4.301899999999997
37453,4.238199999999997
37454,4.216299999999998
37455,4.272199999999998
37456,4.306099999999998
37457,4.220999999999998
37458,4.091299999999999
37459,4.383899999999998
37460,4.377899999999999
37461,4.251699999999997
37462,4.424699999999998
37463,4.348999999999998
37464,4.296299999999997
37465,4.433299999999998
37466,4.386199999999999
37467,4.190099999999998
37468,4.219499999999997
37469,4.297199999999998
37470,4.224399999999998
37471,4.115099999999997
37472,4.1149999999999975
37473,4.026499999999997
37474,4.047299999999997
37475,4.017099999999997
37476,4.017099999999997
37477,4.018499999999998
37478,4.018499999999998
37479,4.025699999999997
37480,4.0143999999999975
37481,4.053899999999997
37482,4.045999999999998
37483,4.012599999999997
37484,4.218099999999998
37485,4.227899999999998
37486,4.194099999999998
37487,4.1938999999999975
37488,4.206799999999998
37489,4.188899999999998
37490,4.241599999999998
37491,4.219999999999998
37492,4.361699999999997
37493,4.575799999999997
37494,4.408499999999998
37495,4.4362999999999975
37496,4.638899999999998
37497,4.768099999999999
37498,4.748899999999998
37499,4.872299999999998
37500,5.014899999999998
37501,5.3161999999999985
37502,5.354599999999998
37503,5.405599999999998
37504,5.286699999999999
37505,5.203699999999998
37506,5.031299999999998
37507,5.165899999999999
37508,5.178899999999999
37509,5.2633
37510,5.623299999999998
37511,5.418599999999998
37512,5.500699999999998
37513,5.383399999999997
37514,5.188399999999997
37515,5.238999999999996
37516,5.349499999999997
37517,5.243199999999997
37518,5.346599999999998
37519,5.548599999999999
37520,5.592599999999999
37521,5.7902999999999984
37522,5.518299999999998
37523,5.263
37524,5.2326999999999995
37525,5.2844999999999995
37526,5.280899999999999
37527,5.2457
37528,5.2319
37529,5.143
37530,5.017499999999999
37531,4.9944999999999995
37532,4.9173
37533,4.793999999999999
37534,4.6888
37535,4.660399999999999
37536,4.703499999999998
37537,4.605899999999999
37538,4.5971
37539,4.662299999999999
37540,4.561099999999999
37541,4.510699999999999
37542,4.534199999999999
37543,4.420599999999998
37544,4.593499999999999
37545,4.8991999999999996
37546,4.8534999999999995
37547,4.927099999999999
37548,4.9013
37549,4.9037
37550,4.8591
37551,4.698499999999999
37552,4.270699999999998
37553,4.4179999999999975
37554,4.517599999999999
37555,4.283599999999998
37556,4.623599999999999
37557,4.539799999999999
37558,4.285899999999999
37559,4.434999999999999
37560,4.7063999999999995
37561,5.6998
37562,5.541899999999998
37563,5.7916
37564,5.6949000000000005
37565,6.091099999999999
37566,6.230499999999998
37567,6.132999999999997
37568,6.059499999999997
37569,6.084299999999998
37570,6.1751999999999985
37571,6.156999999999998
37572,6.109899999999998
37573,6.137899999999998
37574,6.196699999999998
37575,6.188999999999998
37576,6.172999999999998
37577,6.100999999999999
37578,6.1171999999999995
37579,6.127099999999998
37580,6.296299999999997
37581,6.270399999999995
37582,6.271499999999995
37583,6.192799999999995
37584,6.211999999999996
37585,6.208499999999997
37586,5.967299999999999
37587,6.033399999999999
37588,6.017899999999997
37589,6.066699999999997
37590,6.087099999999997
37591,6.050299999999997
37592,6.024299999999998
37593,6.116799999999997
37594,6.123099999999997
37595,6.169599999999997
37596,6.064999999999998
37597,6.029699999999998
37598,5.978099999999999
37599,6.095699999999997
37600,6.101899999999997
37601,6.101899999999997
37602,6.109899999999998
37603,6.122299999999998
37604,6.280599999999995
37605,6.345999999999996
37606,6.446099999999996
37607,6.350199999999996
37608,6.322099999999995
37609,6.309399999999996
37610,6.090899999999997
37611,6.101199999999998
37612,6.015299999999997
37613,6.121599999999996
37614,6.079099999999998
37615,6.287399999999996
37616,6.147899999999998
37617,6.117499999999996
37618,6.125399999999998
37619,6.165199999999998
37620,6.135299999999997
37621,6.0817
37622,5.933899999999999
37623,5.912999999999998
37624,5.827899999999996
37625,5.557699999999998
37626,5.6633
37627,5.770599999999997
37628,5.500499999999997
37629,5.440999999999998
37630,5.524699999999997
37631,5.675699999999998
37632,5.8752999999999975
37633,5.529399999999998
37634,5.734299999999999
37635,5.580399999999998
37636,5.223399999999999
37637,5.217699999999999
37638,5.1305999999999985
37639,4.697099999999999
37640,4.568399999999998
37641,4.634299999999999
37642,4.481699999999998
37643,4.3881999999999985
37644,4.544999999999998
37645,4.5577999999999985
37646,4.572099999999998
37647,4.566799999999998
37648,4.732799999999998
37649,4.764799999999999
37650,4.8633
37651,4.797499999999999
37652,5.055400000000001
37653,5.0554
37654,5.0893
37655,4.9942
37656,4.8801
37657,4.863299999999999
37658,4.699099999999999
37659,4.8339
37660,4.813899999999999
37661,4.7921
37662,4.819999999999999
37663,5.1880999999999995
37664,4.7532999999999985
37665,4.698699999999999
37666,4.635199999999999
37667,4.638599999999999
37668,4.765999999999998
37669,4.6099999999999985
37670,4.6491999999999996
37671,4.8337
37672,4.708099999999999
37673,4.894699999999999
37674,5.0177
37675,5.137099999999999
37676,5.1080999999999985
37677,4.8923
37678,5.421199999999998
37679,5.5417999999999985
37680,5.7219
37681,5.7856
37682,5.459199999999997
37683,5.392999999999997
37684,5.359099999999997
37685,5.291699999999999
37686,5.322899999999997
37687,5.709799999999999
37688,5.2841
37689,5.2846
37690,5.255699999999999
37691,5.2993999999999994
37692,5.5809999999999995
37693,5.6221
37694,5.599799999999999
37695,5.396299999999997
37696,5.4468000000000005
37697,5.106399999999999
37698,4.9936
37699,4.991299999999999
37700,4.498999999999999
37701,4.565199999999999
37702,4.457999999999998
37703,4.430399999999997
37704,4.333599999999998
37705,4.380699999999997
37706,4.250099999999998
37707,4.065099999999998
