ID,Production
37376,1.9275537682499058
37377,1.912719467630108
37378,1.931812210734426
37379,1.8857071638890652
37380,1.9485469764365215
37381,1.9214178846951007
37382,1.9480627816053115
37383,2.0137489857881086
37384,1.9791606020423869
37385,1.860220489392905
37386,1.8879149743390324
37387,1.9952210716619163
37388,2.4372060486579956
37389,2.3528829806477245
37390,2.348101511877829
37391,2.433039450331934
37392,2.4151899106169634
37393,2.4536104586077947
37394,2.3947366054263934
37395,2.178622429817998
37396,2.158001597380017
37397,2.1688159804758516
37398,2.274404290401162
37399,2.4439584358017066
37400,2.2103694210991454
37401,3.0155309804228057
37402,2.7522223601333073
37403,2.9914862698444886
37404,1.7417241355596687
37405,1.8922063582872992
37406,1.873329586982797
37407,1.9500071051322858
37408,2.234422948546529
37409,2.3758718982395624
37410,2.142841584395877
37411,2.3266552974659302
37412,2.289010466029983
37413,2.298354181040488
37414,2.4236635838401455
37415,2.5198192443333873
37416,2.426771106812972
37417,2.376965475350218
37418,2.1487963974607096
37419,2.120048354832161
37420,2.1927879015088756
37421,2.073879000678058
37422,2.1955042714249764
37423,1.9309429504878308
37424,2.2303662322578983
37425,2.1978932890662337
37426,2.172981498091152
37427,2.3995563312264374
37428,2.506714989941042
37429,2.269355728652143
37430,2.5543770528591403
37431,2.36459836051363
37432,2.255825218888664
37433,2.210328985194919
37434,2.1386899847633933
37435,1.9581313903782318
37436,2.099423516799857
37437,2.0628245722500815
37438,2.2867143648475414
37439,2.330056270845372
37440,2.352140201596961
37441,2.399036936044829
37442,2.228409361500756
37443,2.3214574990211716
37444,2.3150191777104463
37445,2.3214574990211716
37446,2.341671428166872
37447,2.038742139327034
37448,2.228763147467864
37449,2.145700160159777
37450,2.1638443388004207
37451,2.1607632950609763
37452,2.0198809143758623
37453,1.971230654872151
37454,2.09136545102394
37455,2.022944103443247
37456,1.815902626669687
37457,1.9812049116406412
37458,1.8954435904658782
37459,1.7421873956792262
37460,2.3467882513668874
37461,2.3467882513668874
37462,2.295265031195141
37463,2.516730656262302
37464,2.436396289946694
37465,2.2932863226652427
37466,2.137592024052598
37467,2.096906950249968
37468,2.0478822119169227
37469,2.057793040370518
37470,2.0352635738989044
37471,1.815747284303054
37472,1.8891086065967846
37473,2.0052443800404482
37474,1.9336632435689043
37475,2.0418778682125143
37476,1.935807212446829
37477,2.0329164795942645
37478,2.131973966029233
37479,2.084240240472256
37480,1.9847293429766515
37481,2.098601313809719
37482,2.157246097786619
37483,1.9709776142526632
37484,2.165010020577769
37485,2.165010020577769
37486,2.156309097770732
37487,2.165010020577769
37488,2.1741477295684577
37489,2.132923209812492
37490,2.1028818365269792
37491,2.16842922855604
37492,2.1943346836484356
37493,2.2245028305906063
37494,2.267359711425194
37495,2.8811669710103183
37496,2.5572076430632986
37497,2.512232057312966
37498,2.5096925745750682
37499,2.382217401574234
37500,2.460644361555854
37501,2.4992908329486188
37502,2.5834018258414475
37503,2.5834018258414475
37504,2.5087889180504686
37505,2.4368874461630137
37506,2.217137060443752
37507,2.243761181035381
37508,2.5840336132654342
37509,2.587861289764312
37510,2.7283853308901045
37511,2.612927077845291
